Price,Make,Location,Age,Odometer,FuelType,Transmission,OwnerType,Mileage,EngineCC,PowerBhp
15.21,audia4,Kochi,6,55730,Diesel,Automatic,First,16.55,1968,147.51
6.3,marutiswift,Hyderabad,5,62000,Diesel,Manual,First,28.4,1248,74
6.69,volkswagenameo,Kochi,3,14576,Petrol,Manual,First,17,1198,73.75
9.5,hondabrv,Mumbai,3,17000,Petrol,Automatic,First,16,1497,117.3
2.65,hyundaii20,Mumbai,11,28000,Petrol,Manual,First,17,1197,80
7.5,hyundaisanta,Ahmedabad,8,58200,Diesel,Manual,First,14.66,2199,194.3
1.85,hondacity,Bangalore,18,53000,Petrol,Manual,Second,18.42,1494.72,110.78
5.63,maruticelerio,Kochi,2,12278,Petrol,Automatic,First,23.1,998,67.04
11.78,hyundaicreta,Coimbatore,2,17665,Petrol,Manual,First,15.8,1591,121.3
0.85,tataindica,Hyderabad,16,200000,Diesel,Manual,Second,17.88,1396,52.8
3.35,volkswagenvento,Mumbai,9,55893,Petrol,Manual,First,15.04,1598,103.6
4.11,maruticelerio,Kochi,5,60586,Petrol,Manual,First,23.1,998,67.04
25.51,mercedesbenzcla,Ahmedabad,5,13500,Diesel,Automatic,First,17.9,2143,136
3.1,marutialto,Jaipur,3,30000,Petrol,Manual,First,22.74,796,47.3
33.5,fordendeavour,Delhi,2,12000,Diesel,Automatic,First,10.91,3198,197
4.8,tatazest,Kolkata,3,65000,Petrol,Manual,First,17.57,1193,88.7
3.49,volkswagenvento,Kolkata,6,38000,Petrol,Manual,First,16.09,1598,103.5
5.15,marutiertiga,Mumbai,8,25000,Petrol,Manual,Second,17.5,1373,91.1
14.41,mercedesbenzmclass,Mumbai,9,100000,Diesel,Automatic,First,14,2987,224
4.75,volkswagenpolo,Mumbai,6,13710,Petrol,Manual,First,16.2,1199,74
19,toyotafortuner,Jaipur,5,100000,Diesel,Automatic,First,12.55,2982,168.5
4.9,maruticelerio,Hyderabad,3,17000,Petrol,Manual,First,23.1,998,67.04
6.3,bmw3,Chennai,12,89000,Diesel,Automatic,Second,16.07,1995,181
2.4,hondacity,Jaipur,14,100173,Petrol,Manual,Second,16.9,1497,100
3,mitsubishicedia,Pune,11,97000,Petrol,Manual,First,13.17,1999,114
4.25,renaultpulse,Delhi,4,40190,Petrol,Manual,First,18.06,1198,74.93
6.3,volkswagenpolo,Hyderabad,4,29647,Diesel,Manual,First,20.14,1498,88
8.15,marutibaleno,Kochi,2,43639,Petrol,Manual,First,21.1,998,100
3.22,hyundaii10,Kochi,8,37333,Petrol,Manual,First,20.36,1197,78.9
7.65,hyundaii20,Kochi,2,48407,Petrol,Manual,First,18.6,1197,81.83
30,bmwz4,Delhi,9,25000,Petrol,Automatic,First,10.37,2979,306
2.3,hyundaii10,Pune,10,72400,Petrol,Manual,Second,20.36,1197,78.9
22,minicooper,Delhi,8,18000,Petrol,Automatic,First,13.6,1598,181
3.28,hondabrio,Pune,8,65167,Petrol,Manual,First,19.4,1198,86.8
7.09,maruticiaz,Kochi,4,25418,Petrol,Manual,First,20.73,1373,91.2
6.46,marutiswift,Coimbatore,7,38995,Diesel,Manual,First,19.3,1248,73.9
4,volkswagenpolo,Chennai,8,60000,Diesel,Manual,First,22.07,1199,73.9
11,bmwx1,Delhi,9,72000,Diesel,Automatic,First,17.05,1995,184
49.79,audiq7,Coimbatore,4,31075,Diesel,Automatic,Second,12.07,2967,241.4
4.8,fordfigo,Kolkata,5,4311,Diesel,Manual,First,25.83,1498,99
35,bmw3,Bangalore,3,21000,Diesel,Automatic,First,21.76,1995,190
21.99,mercedesbenzmclass,Bangalore,9,54000,Diesel,Automatic,First,14,2987,224
1.1,marutiwagonr,Mumbai,13,50000,Petrol,Manual,Second,17.3,1061,64
6.6,marutibaleno,Delhi,2,13000,Petrol,Manual,First,21.4,1197,83.1
4.5,marutidzire,Pune,7,74000,Petrol,Manual,First,22,1197,81.8
1,chevroletaveo,Pune,11,75000,Petrol,Manual,Second,14.7,1150,76
6.9,volkswagenpolo,Chennai,3,25000,Diesel,Manual,First,20.14,1498,88
16.75,landroverfreelander,Hyderabad,8,139000,Diesel,Automatic,First,12.38,2179,115
25.49,audiq5,Mumbai,5,52000,Diesel,Automatic,First,14.16,1968,174.3
35.5,audia6,Chennai,5,20000,Diesel,Automatic,First,18.53,1968,187.74
6.28,hyundaigrand,Kochi,2,32663,Diesel,Manual,First,24,1186,73.97
4.88,mahindrascorpio,Delhi,8,76777,Diesel,Manual,Second,12.05,2179,120
3.7,tatabolt,Hyderabad,4,100303,Diesel,Manual,First,22.95,1248,74
3.45,hyundaieon,Kochi,5,43993,Petrol,Manual,First,21.1,814,55.2
10.23,mahindrascorpio,Kochi,4,72118,Diesel,Manual,First,15.4,2179,120
6.5,hondaaccord,Bangalore,10,83000,Petrol,Automatic,Second,11.1,2354,142
6.15,volkswagenpolo,Mumbai,4,7523,Petrol,Manual,First,16.2,1199,74
2.9,marutieeco,Mumbai,6,34670,Petrol,Manual,First,15.1,1196,73
5.5,hyundaigrand,Ahmedabad,4,30000,Diesel,Manual,First,24,1120,70
31,fordendeavour,Chennai,3,17000,Diesel,Automatic,First,10.91,3198,197
4.25,hyundaigrand,Delhi,5,59261,Diesel,Manual,First,24,1186,73.97
5.48,marutiswift,Kochi,4,65210,Diesel,Manual,First,22.9,1248,74
7.25,hyundaii20,Bangalore,4,19000,Petrol,Manual,First,18.6,1197,81.83
3,marutiswift,Hyderabad,8,50000,Petrol,Manual,First,17.5,1298,85.8
29.5,bmw3,Hyderabad,5,47000,Diesel,Automatic,First,22.69,1995,190
1.49,hondacity,Mumbai,13,75000,Petrol,Manual,Second,17.7,1497,78
3.65,hyundaii10,Pune,7,54534,Petrol,Automatic,First,16.95,1197,78.9
10.9,fordecosport,Ahmedabad,2,13000,Diesel,Manual,First,23,1498,98.96
4.3,maruticelerio,Bangalore,5,48808,Petrol,Manual,First,23.1,998,67.04
6.11,marutiertiga,Pune,8,63001,Diesel,Manual,Second,20.77,1248,88.76
15.5,toyotainnova,Hyderabad,5,64771,Diesel,Manual,First,12.8,2494,102
6.9,hondacity,Mumbai,4,34634,Petrol,Manual,First,17.8,1497,117.3
4.69,marutiswift,Bangalore,8,69242,Petrol,Manual,First,19.1,1197,85.8
3.19,marutiritz,Kochi,9,33292,Petrol,Manual,First,18.5,1197,85.8
3.75,hyundaii20,Pune,8,55000,Petrol,Automatic,Second,15,1396,98.6
8.6,hyundaii20,Pune,1,1000,Petrol,Manual,First,17.19,1197,81.86
3.85,hondacity,Chennai,9,80000,Petrol,Manual,Second,17,1497,118
67.83,porschecayenne,Coimbatore,4,65003,Diesel,Automatic,First,13.6,4134,382
9.31,hondaamaze,Coimbatore,1,16573,Petrol,Manual,First,17.8,1198,86.7
3,hondacivic,Pune,12,152633,Petrol,Automatic,First,12.9,1799,130
5.5,hyundaii20,Bangalore,5,53000,Petrol,Manual,First,18.6,1197,81.83
13.3,hyundaicreta,Hyderabad,3,50129,Diesel,Manual,First,19.67,1582,126.2
23,audiq3,Hyderabad,7,63716,Diesel,Automatic,First,15.73,1968,174.33
3.35,marutialto,Mumbai,2,11000,Petrol,Manual,First,24.7,796,47.3
10,bmwx1,Chennai,8,115000,Diesel,Automatic,Third,15.06,1995,177
2.95,hyundaii10,Delhi,7,63265,Petrol,Manual,First,20.36,1197,78.9
6.75,volkswagenameo,Pune,4,20000,Diesel,Manual,First,21.66,1498,108.62
2.44,volkswagenpolo,Pune,10,79000,Petrol,Manual,Third,16.47,1198,73.9
5.85,maruticiaz,Mumbai,5,41000,Petrol,Manual,First,20.73,1373,91.1
7.4,volkswagenpolo,Kochi,5,26323,Petrol,Automatic,First,17.21,1197,103.5
3.8,hyundaixcent,Pune,4,76000,Diesel,Manual,First,24.4,1120,71
3.8,hondacivic,Hyderabad,12,69972,Petrol,Manual,First,13.5,1799,130
2.7,hondacity,Kolkata,12,69000,Petrol,Manual,First,17.7,1497,78
7.21,mahindrabolero,Jaipur,4,65000,Diesel,Manual,First,15.96,2523,62.1
7.9,hondacity,Hyderabad,4,29512,Petrol,Manual,First,17.4,1497,117.3
4.2,hyundaixcent,Kolkata,3,51000,Diesel,Manual,First,25.4,1186,73.97
5.75,renaultduster,Mumbai,6,58003,Diesel,Manual,First,19.01,1461,108.45
3.45,marutiastar,Hyderabad,7,56500,Petrol,Automatic,First,16.98,998,66.1
25.75,audia4,Bangalore,6,29063,Diesel,Automatic,First,17.11,1968,174.33
16.59,mahindraxuv500,Coimbatore,2,46811,Diesel,Manual,First,16,2179,140
4.69,renaultpulse,Coimbatore,6,31897,Petrol,Manual,First,18.06,1198,74.96
7.5,bmw3,Mumbai,11,52100,Diesel,Automatic,Second,13.2,1995,170
16.5,toyotainnovacrysta,Hyderabad,4,73000,Diesel,Manual,First,13.68,2393,147.8
1.99,hondacity,Kolkata,11,31423,Petrol,Manual,First,17,1497,118
5.25,marutiswift,Chennai,6,75180,Diesel,Manual,First,22.9,1248,74
5.4,renaultduster,Mumbai,7,75000,Diesel,Manual,Second,19.64,1461,108.45
3.9,volkswagenpolo,Mumbai,6,15000,Petrol,Manual,First,16.47,1198,74
5.8,hyundaii20,Mumbai,5,12000,Petrol,Manual,First,17.19,1197,81.86
30.5,bmw5,Pune,6,32000,Diesel,Automatic,First,18.12,1995,190
5.6,marutiswift,Hyderabad,3,44504,Diesel,Manual,First,23.4,1248,74
23,mercedesbenzmclass,Ahmedabad,8,66000,Diesel,Automatic,First,12.99,2987,165
5.15,marutiswift,Jaipur,5,39437,Diesel,Manual,First,28.4,1248,74
9.48,hyundaiverna,Coimbatore,3,36931,Diesel,Automatic,First,19.08,1582,126.2
2.38,tatanano,Bangalore,4,17800,Petrol,Automatic,Second,21.9,624,37.48
3.8,marutiswift,Hyderabad,11,71346,Petrol,Manual,First,17.5,1298,85.8
5.5,hyundaii20,Delhi,5,45000,Petrol,Manual,Second,18.6,1197,81.83
3.55,hyundaii20,Hyderabad,10,85155,Petrol,Manual,First,17,1197,80
6.35,maruticiaz,Mumbai,5,48823,Petrol,Manual,First,20.73,1373,91.1
36,landroverrangerover,Delhi,5,37000,Diesel,Automatic,First,12.7,2179,187.7
1.1,tataindigo,Hyderabad,15,92000,Diesel,Manual,Second,16.1,1405,70
3.7,tatazest,Mumbai,6,36000,Petrol,Manual,First,17.57,1193,88.7
13.5,mahindraxuv500,Delhi,4,24569,Diesel,Manual,First,16,1997,140
2.85,hondaaccord,Mumbai,12,95000,Petrol,Automatic,Third,11.7,2354,177.6
2.13,tatanano,Coimbatore,5,25811,Petrol,Manual,Second,25.4,624,37.5
7.75,hyundaielantra,Ahmedabad,5,65000,Diesel,Manual,First,22.7,1582,126.2
2.85,tataindica,Chennai,3,100400,Diesel,Manual,First,25,1396,69
4.95,hondaamaze,Jaipur,6,76414,Diesel,Manual,First,25.8,1498,98.6
6.2,mahindraxuv500,Kochi,8,82103,Diesel,Manual,First,15.1,2179,140
17.5,bmwx3,Pune,7,98000,Diesel,Automatic,First,18.56,1995,190
2.25,hyundaigrand,Pune,10,45252,Petrol,Manual,First,18.9,1197,81.86
6.75,marutibaleno,Delhi,3,10300,Petrol,Manual,First,21.4,1197,83.1
9.73,hyundaiverna,Kochi,4,42024,Diesel,Automatic,First,19.08,1582,126.2
8.49,marutiertiga,Kochi,2,51236,Diesel,Manual,First,25.47,1248,88.5
25,minicooper,Mumbai,7,52000,Petrol,Automatic,First,13.6,1598,181
5.59,marutiritz,Coimbatore,5,42894,Diesel,Manual,First,23.2,1248,73.94
4.8,skodalaura,Mumbai,9,68000,Diesel,Automatic,First,15.6,1896,106
5.45,fordecosport,Delhi,6,69000,Diesel,Manual,First,22.7,1498,89.84
6.5,hyundaii20,Pune,3,10000,Petrol,Manual,First,18.6,1197,81.83
4.35,hondabrio,Chennai,5,16000,Petrol,Manual,First,19.4,1198,86.8
3.75,hondaamaze,Kolkata,7,46992,Diesel,Manual,First,25.8,1498,98.6
12,bmw5,Pune,10,170000,Diesel,Automatic,Third,18.48,1995,177
32,audiq7,Delhi,6,58000,Diesel,Automatic,First,12.07,2967,241.4
4,hyundaigrand,Jaipur,5,50000,Diesel,Manual,Second,24,1120,70
2.6,nissanmicra,Kolkata,9,39010,Diesel,Manual,First,23.08,1461,63.1
4.45,hyundaigrand,Jaipur,4,26946,Petrol,Manual,First,18.9,1197,82
2.6,hyundaieon,Pune,5,28700,Petrol,Manual,First,21.1,814,55.2
16,mercedesbenznewclass,Chennai,9,60000,Petrol,Automatic,First,11.74,1796,186
32.5,landroverrangerover,Delhi,6,38999,Diesel,Automatic,First,12.7,2179,187.7
13.85,mahindrassangyong,Mumbai,4,39000,Diesel,Automatic,First,11.18,2696,184
8.76,maruticiaz,Coimbatore,2,7784,Petrol,Manual,First,20.73,1373,91.1
23.68,mercedesbenzrclass,Kochi,6,45710,Petrol,Automatic,First,11.8,3498,272
5.5,marutidzire,Chennai,3,42000,Petrol,Automatic,First,22,1197,81.8
65.81,landroverrangerover,Coimbatore,7,75995,Diesel,Automatic,Second,11.49,4367,335.3
4.99,renaultduster,Kolkata,7,57000,Diesel,Manual,First,19.01,1461,108.45
5.7,hyundaiverna,Chennai,7,85350,Diesel,Manual,Second,22.32,1582,126.32
11.99,toyotacorolla,Coimbatore,4,82725,Petrol,Automatic,First,14.28,1798,138.03
29.99,bmw3,Mumbai,4,19000,Diesel,Automatic,Second,21.76,1995,190
9.5,fordecosport,Chennai,2,13900,Petrol,Manual,First,18.88,1499,110.4
5.5,marutiswift,Hyderabad,6,108000,Diesel,Manual,First,25.2,1248,74
23,hyundaisanta,Bangalore,4,36000,Diesel,Automatic,First,11.72,2199,194.3
2.95,tataindica,Hyderabad,7,62188,Diesel,Manual,First,17.2,1396,53.5
4.9,hyundaigrand,Kochi,5,58397,Diesel,Manual,First,24,1120,70
1.3,hyundaisantro,Chennai,14,85000,Petrol,Manual,Third,17.2,1086,62.28
4.25,marutiwagonr,Delhi,4,30000,Petrol,Automatic,First,22.5,998,67
16.36,mahindraxuv500,Kochi,2,29907,Diesel,Manual,First,16,2179,140
9.95,audia4,Kolkata,11,46000,Diesel,Automatic,First,16.55,1968,147.51
5.5,volkswagenvento,Bangalore,8,65000,Diesel,Manual,First,20.54,1598,103.6
8.25,marutivitarabrezza,Delhi,4,22000,Diesel,Manual,First,24.3,1248,88.5
0.95,marutizen,Chennai,18,99024,Petrol,Manual,First,17.3,993,60
4.01,hyundaii10,Kochi,4,34952,Petrol,Manual,First,19.81,1086,68.05
8.2,hondawrv,Kochi,1,13913,Petrol,Manual,First,17.5,1199,88.7
6.2,hondacity,Chennai,6,71000,Diesel,Manual,Second,25.1,1498,98.6
16.75,toyotafortuner,Chennai,8,97000,Diesel,Automatic,First,11.5,2982,169
16.5,mahindraxuv500,Delhi,3,21000,Diesel,Automatic,First,16,2179,140
3.75,fordendeavour,Mumbai,13,116000,Diesel,Manual,Third,10.9,2499,169.18
3.5,fordfigo,Kolkata,8,110438,Diesel,Manual,First,20,1399,68.05
5.43,hondajazz,Coimbatore,3,66507,Petrol,Automatic,Second,19,1199,88.7
30.35,fordendeavour,Coimbatore,3,54650,Diesel,Automatic,First,10.91,3198,197
7.99,nissansunny,Hyderabad,6,32000,Petrol,Automatic,First,17.97,1498,99.6
3.59,skodaoctavia,Coimbatore,9,75378,Diesel,Manual,First,18.7,1896,66
1.9,chevroletbeat,Chennai,8,82697,Diesel,Manual,First,25.44,936,57.6
4.7,toyotacamry,Chennai,11,135000,Petrol,Automatic,First,12.1,2362,164.7
7.25,renaultduster,Chennai,8,149000,Diesel,Manual,First,19.01,1461,108.45
24.46,mercedesbenzgla,Kochi,4,26212,Diesel,Automatic,First,17.9,2143,136
3.9,tatazest,Pune,6,23500,Petrol,Manual,Second,17.57,1193,88.7
5.15,hyundaii20,Coimbatore,7,56127,Petrol,Manual,First,18.5,1197,80
3.65,marutiwagonr,Mumbai,5,26000,Petrol,Automatic,First,21.5,1197,81.8
5,hyundaixcent,Kolkata,4,26000,Diesel,Manual,First,25.4,1186,73.97
2.3,hondacity,Kolkata,11,42000,Petrol,Manual,First,17,1497,118
0.75,hyundaiaccent,Pune,19,130000,Petrol,Manual,Second,13.2,1495,94
1.85,hyundaiverna,Kochi,11,137148,Petrol,Manual,Second,13.9,1599,103.2
1.8,fordfigo,Kolkata,10,114703,Petrol,Manual,First,15.6,1196,70
4.41,hondaamaze,Kochi,6,97439,Diesel,Manual,First,25.8,1498,98.6
2,marutiwagonr,Chennai,14,40000,Petrol,Manual,First,18.9,998,67.1
5.55,marutiswift,Hyderabad,6,81609,Diesel,Manual,First,17.8,1248,77.88
31.75,mercedesbenzeclass,Bangalore,6,28000,Diesel,Automatic,First,13,2987,258
32,audia6,Bangalore,5,37500,Diesel,Automatic,First,17.68,1968,174.33
21,mercedesbenzs,Hyderabad,10,37000,Diesel,Automatic,First,13.5,2987,282
2.75,marutiswift,Ahmedabad,10,83000,Diesel,Manual,First,19.3,1248,73.9
2.64,toyotacorolla,Coimbatore,15,79012,Petrol,Manual,First,13.4,1794,125
14.19,mahindrascorpio,Kochi,2,27395,Diesel,Manual,First,15.4,2179,120
3.85,marutiwagonr,Jaipur,3,35362,Petrol,Manual,First,22.5,998,67.04
15.5,toyotafortuner,Delhi,6,117000,Diesel,Manual,First,13,2982,168.5
1.9,marutizen,Mumbai,10,23000,Petrol,Manual,First,18.2,1061,64
1.26,tatanano,Kochi,6,59508,Petrol,Manual,First,25.4,624,37.48
2.4,hyundaii20,Chennai,11,69000,Petrol,Manual,Second,18.5,1197,80
11.5,bmw3,Bangalore,10,58000,Diesel,Automatic,First,22.69,1995,190
8.25,mahindraxuv500,Jaipur,6,88511,Diesel,Manual,First,16,2179,140
2.75,volkswagenvento,Pune,9,66000,Petrol,Manual,First,15.8,1598,105
1.4,skodafabia,Delhi,11,65000,Petrol,Manual,Second,17.5,1198,70
2.9,tatanano,Coimbatore,5,30676,Petrol,Manual,First,25.4,624,37.5
2.4,fordfigo,Chennai,9,76000,Diesel,Manual,First,20,1399,68
4.75,volkswagenvento,Pune,7,23627,Petrol,Automatic,First,14.8,1598,105
44.76,landroverrangerover,Kochi,2,52827,Diesel,Automatic,First,12.7,2179,187.7
6.22,hondacity,Kochi,5,64465,Diesel,Manual,First,26,1498,98.6
4.5,renaultkwid,Chennai,2,14000,Petrol,Automatic,First,22.5,999,67
4.25,hyundaigrand,Mumbai,5,26000,Petrol,Manual,First,18.9,1197,82
5.5,chevroletcruze,Hyderabad,9,78203,Diesel,Automatic,First,18.1,1991,147.9
6.95,hyundaii20,Mumbai,3,27000,Diesel,Manual,First,22.54,1396,88.73
4.56,marutialto,Coimbatore,2,31919,Petrol,Automatic,First,24.07,998,67.1
13.82,hyundaicreta,Coimbatore,4,47392,Diesel,Manual,First,20.5,1582,126.2
5.65,hondaamaze,Mumbai,4,17362,Petrol,Manual,First,18,1198,86.7
6.2,hyundaii20,Kochi,4,49716,Diesel,Manual,First,21.19,1396,88.73
3.25,maruticelerio,Delhi,6,48000,Petrol,Manual,First,23.1,998,67.04
8.5,audia4,Kolkata,11,46000,Diesel,Automatic,First,16.55,1968,147.51
7.25,hyundaiverna,Bangalore,4,79000,Diesel,Manual,First,24.8,1396,88.7
4.61,renaultfluence,Pune,7,57000,Diesel,Manual,First,21.8,1461,78
5.3,volkswagenpolo,Delhi,4,29754,Petrol,Manual,First,16.2,1199,74
1.9,tataindigo,Ahmedabad,8,50123,Diesel,Manual,First,17,1405,70
3.09,hyundaii10,Kochi,8,57184,Petrol,Manual,First,20.36,1197,78.9
9.5,bmw7,Mumbai,13,75000,Diesel,Automatic,Second,16.46,2993,258
12.65,hyundaicreta,Mumbai,5,26000,Diesel,Automatic,First,17.01,1582,126.2
4.25,hyundaigrand,Delhi,4,22129,Petrol,Manual,First,18.9,1197,82
2.95,marutiritz,Hyderabad,9,127887,Diesel,Manual,First,21.1,1248,73.9
3.45,mahindrascorpio,Hyderabad,14,92000,Diesel,Manual,First,10.5,2179,120
3.3,hyundaii10,Hyderabad,9,60634,Petrol,Manual,First,19.81,1086,68.05
8,tatasafari,Hyderabad,6,90000,Diesel,Manual,First,14,2179,138.1
2.71,hondacivic,Kolkata,11,59000,Petrol,Manual,First,13.5,1799,130
2.7,marutizen,Hyderabad,8,59293,Petrol,Manual,First,18.2,998,67.1
4.5,marutiswift,Mumbai,8,80753,Diesel,Manual,Second,23.4,1248,74
18.75,toyotafortuner,Delhi,5,40000,Diesel,Manual,Second,13,2982,168.5
5.25,marutiswift,Pune,6,103000,Diesel,Manual,Second,28.4,1248,74
3.2,marutiwagonr,Hyderabad,8,72389,LPG,Manual,First,26.2,998,58.2
6,marutidzire,Pune,3,48000,Diesel,Manual,First,28.4,1248,73.75
3.14,hyundaigrand,Kolkata,6,41000,Petrol,Manual,First,18.9,1197,82
2.55,renaultkwid,Jaipur,4,26000,Petrol,Manual,First,25.17,799,53.3
2.3,tataindigo,Jaipur,8,30000,Petrol,Manual,Second,15.64,1193,64.08
5.65,fordfigo,Hyderabad,6,74624,Diesel,Manual,First,20,1399,68.05
48.22,porschecayenne,Kochi,5,47877,Diesel,Automatic,First,15.15,2967,240
3,marutialto,Jaipur,4,35000,Petrol,Manual,First,24.07,998,67.1
7.5,volkswagenvento,Ahmedabad,5,52123,Diesel,Manual,First,20.34,1498,103.2
2.6,mahindrascorpio,Bangalore,15,90000,Diesel,Manual,First,10.5,2179,120
61.25,bmwx3,Mumbai,2,1400,Diesel,Automatic,First,18.56,1995,190
3.5,hondacity,Chennai,11,122000,Petrol,Manual,Second,17,1497,118
28.95,minicooper,Kochi,4,21110,Petrol,Automatic,First,17.44,1998,189.08
15,mitsubishipajero,Pune,5,78000,Diesel,Automatic,First,13.5,2477,175.56
4.25,marutiswift,Jaipur,8,72000,Diesel,Manual,First,19.3,1248,73.9
59,bentleycontinental,Hyderabad,14,48000,Petrol,Automatic,First,8.6,5998,552
6.6,marutiertiga,Pune,7,43486,Diesel,Manual,First,20.77,1248,88.76
5.2,toyotainnova,Hyderabad,13,199000,Diesel,Manual,Second,12.8,2494,102
10,mercedesbenznewclass,Chennai,10,34000,Petrol,Manual,First,11.7,1796,178
35,mercedesbenznewclass,Bangalore,4,37944,Diesel,Automatic,First,14.84,2143,167.62
8.75,fordecosport,Mumbai,3,30000,Diesel,Manual,First,22.7,1498,89.84
4.57,toyotaetios,Coimbatore,5,64005,Petrol,Manual,First,17.71,1197,78.9
2.5,hyundaii10,Delhi,8,62000,Petrol,Manual,First,20.36,1197,78.9
1.75,hyundaisantro,Chennai,15,105000,Petrol,Manual,First,17.2,999,62.28
20.11,landroverfreelander,Kochi,6,59885,Diesel,Automatic,First,12.39,2179,147.51
7.8,toyotainnova,Hyderabad,9,144471,Diesel,Manual,First,12.8,2494,102
3.61,hyundaii20,Coimbatore,9,63991,Petrol,Manual,First,18.5,1197,80
1.11,hyundaisantro,Pune,13,72000,Petrol,Manual,Second,17,1086,62.28
4.6,nissanmicra,Mumbai,5,34895,Petrol,Automatic,First,19.15,1198,75.94
85,bmwx6,Ahmedabad,5,97003,Diesel,Automatic,First,15.87,2993,308.43
5.25,hondacity,Kolkata,5,45000,Petrol,Automatic,First,16.8,1497,118
3.3,hondaamaze,Delhi,7,45000,Diesel,Manual,Second,25.8,1498,98.6
17.75,toyotafortuner,Bangalore,7,100000,Diesel,Manual,Second,11.5,2982,171
35,landroverdiscovery,Delhi,4,70000,Diesel,Automatic,First,12.97,2179,187.7
13.39,hyundaicreta,Coimbatore,4,37023,Diesel,Manual,First,19.67,1582,126.2
2.5,chevroletbeat,Chennai,8,81000,Diesel,Manual,First,25.44,936,56.3
18.36,toyotainnovacrysta,Kochi,3,20789,Diesel,Automatic,First,11.36,2755,171.5
5.95,marutiswift,Jaipur,5,68310,Diesel,Manual,First,23.4,1248,74
11,hyundaicreta,Mumbai,5,47250,Diesel,Manual,Second,19.67,1582,126.2
64.75,landroverrangerover,Delhi,6,47000,Diesel,Automatic,Second,12.65,2993,255
6.3,hondaamaze,Hyderabad,3,128000,Diesel,Manual,First,25.8,1498,98.6
11.94,hyundaicreta,Kochi,3,17702,Petrol,Manual,First,15.29,1591,121.3
5.95,volkswagenvento,Mumbai,6,34987,Petrol,Automatic,First,18.19,1197,103.5
11,hondacity,Ahmedabad,3,37000,Diesel,Manual,First,26,1498,98.6
12.53,hyundaicreta,Coimbatore,3,38271,Petrol,Manual,First,15.29,1591,121.3
3.75,fordfigo,Bangalore,8,32510,Diesel,Manual,Second,20,1399,68
27,bmw5,Pune,6,88000,Diesel,Automatic,First,14.69,2993,258
9.95,mitsubishipajero,Pune,8,116000,Diesel,Manual,First,10.5,2835,107.2
4.2,renaultduster,Jaipur,7,156000,Diesel,Manual,First,19.87,1461,83.8
2,marutiritz,Delhi,10,75319,Petrol,Manual,Second,21.1,1197,85.8
3.25,hyundaigrand,Kolkata,7,28000,Petrol,Manual,First,18.9,1197,82
34,mercedesbenzgla,Bangalore,3,16500,Diesel,Automatic,First,17.9,2143,136
30.37,bmw5,Coimbatore,4,75637,Diesel,Automatic,First,22.48,1995,190
12.6,hyundaicreta,Kochi,2,32854,Petrol,Automatic,First,13,1591,121.3
5.09,renaultkwid,Kochi,1,6568,Petrol,Manual,First,25.17,799,53.3
24.5,audia4,Bangalore,6,30000,Diesel,Automatic,First,14.94,2967,241.4
7.97,maruticiaz,Kochi,2,17804,Diesel,Manual,Second,28.09,1248,88.5
2.9,hondajazz,Delhi,9,69768,Petrol,Manual,First,16,1198,90
21.33,bmw3,Kochi,4,62404,Diesel,Automatic,First,22.69,1995,190
6.5,hyundaiverna,Bangalore,8,97000,Diesel,Automatic,Second,19.08,1582,126.32
12.15,hyundaicreta,Coimbatore,4,55687,Diesel,Manual,First,21.38,1396,88.7
4.25,volkswagenvento,Kolkata,6,17000,Petrol,Manual,First,15.04,1598,103.2
35.84,bmw3,Coimbatore,3,34232,Diesel,Automatic,First,21.76,1995,190
3,hondacrv,Chennai,16,135000,Petrol,Automatic,Third,14.4,1997,152
6.75,renaultduster,Chennai,8,80000,Diesel,Manual,First,19.72,1461,108.45
5.65,hyundaii20,Bangalore,6,31045,Petrol,Manual,Second,18.6,1197,81.83
7.5,volkswagenjetta,Pune,7,58000,Diesel,Automatic,Second,16.96,1968,138.03
13.34,hyundaicreta,Kochi,2,35480,Diesel,Manual,First,19.67,1582,126.2
7.9,maruticiaz,Hyderabad,4,62287,Diesel,Manual,First,28.09,1248,88.5
6.98,hyundaii20,Coimbatore,5,46162,Diesel,Manual,First,22.54,1396,88.73
5.75,hyundaiverna,Mumbai,6,9200,Petrol,Manual,First,17.01,1591,121.3
2.65,volkswagenpolo,Kolkata,8,55339,Diesel,Manual,First,22.07,1199,73.9
2.49,volkswagenpolo,Kolkata,9,55476,Diesel,Manual,First,22.07,1199,73.9
1.5,marutisx4,Pune,13,68553,Petrol,Manual,Second,15,1586,104.68
6.5,hondamobilio,Kochi,4,67376,Diesel,Manual,First,24.5,1498,98.6
8,renaultduster,Hyderabad,7,42000,Diesel,Manual,First,19.64,1461,108.45
30.85,toyotafortuner,Coimbatore,1,28069,Diesel,Automatic,First,12.9,2755,174.5
17.15,volvoxc60,Kochi,6,93144,Diesel,Automatic,First,14.7,1984,181
4.55,maruticelerio,Hyderabad,6,24300,Petrol,Automatic,First,23.1,998,67.04
7.4,maruticiaz,Hyderabad,5,47883,Diesel,Manual,Second,26.21,1248,88.5
25.64,audiq5,Kochi,7,12467,Diesel,Automatic,First,12.8,1968,167.6
13.5,bmwx1,Kolkata,7,56683,Diesel,Automatic,Second,17.05,1995,184
3.55,fordfigo,Bangalore,7,38000,Petrol,Manual,First,15.6,1196,70
